Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Overall SVI,county
2018,1001,Autauga County,Alabama,9.5,0.4354,01001
2018,1003,Baldwin County,Alabama,8.4,0.2162,01003
2018,1005,Barbour County,Alabama,13.5,0.9959,01005
2018,1007,Bibb County,Alabama,10.2,0.6003,01007
2018,1009,Blount County,Alabama,10.5,0.4242,01009
2018,1011,Bullock County,Alabama,9.4,0.8898,01011
2018,1013,Butler County,Alabama,10.9,0.8653,01013
2018,1015,Calhoun County,Alabama,12.9,0.8252,01015
2018,1017,Chambers County,Alabama,12,0.7382,01017
2018,1019,Cherokee County,Alabama,10.5,0.4516,01019
2018,1021,Chilton County,Alabama,14.4,0.7602,01021
2018,1023,Choctaw County,Alabama,11,0.8748,01023
2018,1025,Clarke County,Alabama,14.3,0.8471,01025
2018,1027,Clay County,Alabama,8.6,0.564,01027
2018,1029,Cleburne County,Alabama,8.3,0.5417,01029
2018,1031,Coffee County,Alabama,13.8,0.5408,01031
2018,1033,Colbert County,Alabama,12.3,0.4274,01033
2018,1035,Conecuh County,Alabama,11.2,0.8086,01035
2018,1037,Coosa County,Alabama,9.5,0.5261,01037
2018,1039,Covington County,Alabama,11.9,0.7723,01039
2018,1041,Crenshaw County,Alabama,10.7,0.6873,01041
2018,1043,Cullman County,Alabama,11,0.5182,01043
2018,1045,Dale County,Alabama,11.7,0.7599,01045
2018,1047,Dallas County,Alabama,13.9,0.949,01047
2018,1049,Dekalb County,Alabama,11.1,0.8022,01049
2018,1051,Elmore County,Alabama,12.1,0.5401,01051
2018,1053,Escambia County,Alabama,13.5,0.8557,01053
2018,1055,Etowah County,Alabama,13.8,0.6564,01055
2018,1057,Fayette County,Alabama,9.4,0.7038,01057
2018,1059,Franklin County,Alabama,9.5,0.8417,01059
2018,1061,Geneva County,Alabama,11.2,0.7955,01061
2018,1063,Greene County,Alabama,12.1,0.9854,01063
2018,1065,Hale County,Alabama,10.4,0.9599,01065
2018,1067,Henry County,Alabama,9.8,0.5519,01067
2018,1069,Houston County,Alabama,14.2,0.6838,01069
2018,1071,Jackson County,Alabama,10.5,0.5726,01071
2018,1073,Jefferson County,Alabama,11.2,0.6621,01073
2018,1075,Lamar County,Alabama,11.8,0.6264,01075
2018,1077,Lauderdale County,Alabama,9.9,0.4468,01077
2018,1079,Lawrence County,Alabama,9.1,0.4952,01079
2018,1081,Lee County,Alabama,9.9,0.6602,01081
2018,1083,Limestone County,Alabama,11.3,0.5296,01083
2018,1085,Lowndes County,Alabama,11.8,0.9188,01085
2018,1087,Macon County,Alabama,11.2,0.8971,01087
2018,1089,Madison County,Alabama,10.7,0.3076,01089
2018,1091,Marengo County,Alabama,12.8,0.7621,01091
2018,1093,Marion County,Alabama,9.7,0.671,01093
2018,1095,Marshall County,Alabama,9.8,0.7261,01095
2018,1097,Mobile County,Alabama,11.9,0.7532,01097
2018,1099,Monroe County,Alabama,11.6,0.7481,01099
2018,1101,Montgomery County,Alabama,14.2,0.8427,01101
2018,1103,Morgan County,Alabama,9.4,0.6895,01103
2018,1105,Perry County,Alabama,13.4,0.9949,01105
2018,1107,Pickens County,Alabama,10.9,0.9207,01107
2018,1109,Pike County,Alabama,10.3,0.9016,01109
2018,1111,Randolph County,Alabama,11,0.7191,01111
2018,1113,Russell County,Alabama,10,0.9115,01113
2018,1117,Shelby County,Alabama,8.8,0.1169,01117
2018,1115,St. Clair County,Alabama,10.6,0.3656,01115
2018,1119,Sumter County,Alabama,11.7,0.9557,01119
2018,1121,Talladega County,Alabama,14.2,0.8736,01121
2018,1123,Tallapoosa County,Alabama,10.6,0.8863,01123
2018,1125,Tuscaloosa County,Alabama,11.8,0.6255,01125
2018,1127,Walker County,Alabama,11.2,0.7452,01127
2018,1129,Washington County,Alabama,11.2,0.7303,01129
2018,1131,Wilcox County,Alabama,11.2,0.928,01131
2018,1133,Winston County,Alabama,10.2,0.7025,01133
2018,2013,Aleutians East Borough,Alaska,9.3,0.5803,02013
2018,2016,Aleutians West Census Area,Alaska,7.9,0.4927,02016
2018,2020,Anchorage Municipality,Alaska,8.8,0.4602,02020
2018,2050,Bethel Census Area,Alaska,8,0.9748,02050
2018,2060,Bristol Bay Borough,Alaska,9.1,0.3525,02060
2018,2068,Denali Borough,Alaska,6.8,0.101,02068
2018,2070,Dillingham Census Area,Alaska,8.2,0.8682,02070
2018,2090,Fairbanks North Star Borough,Alaska,7.9,0.3446,02090
2018,2100,Haines Borough,Alaska,7.3,0.207,02100
2018,2105,Hoonah-Angoon Census Area,Alaska,7.3,0.4178,02105
2018,2110,Juneau City and Borough,Alaska,6.3,0.2987,02110
2018,2122,Kenai Peninsula Borough,Alaska,8.2,0.4073,02122
2018,2130,Ketchikan Gateway Borough,Alaska,8.8,0.5548,02130
2018,2150,Kodiak Island Borough,Alaska,7,0.7006,02150
2018,2158,Kusilvak Census Area,Alaska,7.4,0.9334,02158
2018,2164,Lake and Peninsula Borough,Alaska,8.5,0.7978,02164
2018,2170,Matanuska-Susitna Borough,Alaska,8.2,0.3172,02170
2018,2180,Nome Census Area,Alaska,7.8,0.9299,02180
2018,2185,North Slope Borough,Alaska,7.5,0.7344,02185
2018,2188,Northwest Arctic Borough,Alaska,11.6,0.9354,02188
2018,2195,Petersburg Census Area,Alaska,9.2,0.665,02195
2018,2198,Prince of Wales-Hyder Censu,Alaska,9.3,0.7662,02198
2018,2220,Sitka City and Borough,Alaska,7.3,0.4022,02220
2018,2230,Skagway Municipality,Alaska,6.6,0.1685,02230
2018,2240,Southeast Fairbanks Census Area,Alaska,8.7,0.5838,02240
2018,2261,Valdez-Cordova Census Area,Alaska,6.2,0.2704,02261
2018,2275,Wrangell City and Borough,Alaska,8.4,0.5618,02275
2018,2282,Yakutat City and Borough,Alaska,9,0.5873,02282
2018,2290,Yukon-Koyukuk Census Area,Alaska,9.9,0.8812,02290
2018,4001,Apache County,Arizona,12.3,0.9885,04001
2018,4003,Cochise County,Arizona,7.8,0.9064,04003
2018,4005,Coconino County,Arizona,6.9,0.7131,04005
2018,4007,Gila County,Arizona,9,0.899,04007
2018,4009,Graham County,Arizona,11,0.964,04009
2018,4011,Greenlee County,Arizona,8.8,0.6188,04011
2018,4012,La Paz County,Arizona,9.9,0.9236,04012
2018,4013,Maricopa County,Arizona,8,0.6354,04013
2018,4015,Mohave County,Arizona,9.4,0.8624,04015
2018,4017,Navajo County,Arizona,11.5,0.9955,04017
2018,4019,Pima County,Arizona,7.6,0.8828,04019
2018,4021,Pinal County,Arizona,11.7,0.8592,04021
2018,4023,Santa Cruz County,Arizona,9.4,0.9318,04023
2018,4025,Yavapai County,Arizona,7.2,0.521,04025
2018,4027,Yuma County,Arizona,9.5,0.9895,04027
2018,5001,Arkansas County,Arkansas,10,0.7787,05001
2018,5003,Ashley County,Arkansas,9.9,0.8576,05003
2018,5005,Baxter County,Arkansas,9.1,0.2793,05005
2018,5007,Benton County,Arkansas,9.1,0.2707,05007
2018,5009,Boone County,Arkansas,8,0.4379,05009
2018,5011,Bradley County,Arkansas,8.8,0.9803,05011
2018,5013,Calhoun County,Arkansas,6.8,0.5481,05013
2018,5015,Carroll County,Arkansas,6.5,0.5952,05015
2018,5017,Chicot County,Arkansas,7.6,0.9968,05017
2018,5019,Clark County,Arkansas,10.4,0.7892,05019
2018,5021,Clay County,Arkansas,7.6,0.6529,05021
2018,5023,Cleburne County,Arkansas,8.4,0.2083,05023
2018,5025,Cleveland County,Arkansas,8.5,0.5643,05025
2018,5027,Columbia County,Arkansas,13.6,0.9398,05027
2018,5029,Conway County,Arkansas,9.4,0.7589,05029
2018,5031,Craighead County,Arkansas,11.1,0.8041,05031
2018,5033,Crawford County,Arkansas,10.7,0.6105,05033
2018,5035,Crittenden County,Arkansas,12.7,0.9341,05035
2018,5037,Cross County,Arkansas,10.9,0.7013,05037
2018,5039,Dallas County,Arkansas,9.6,0.8777,05039
2018,5041,Desha County,Arkansas,8.8,0.9596,05041
2018,5043,Drew County,Arkansas,10.3,0.801,05043
2018,5045,Faulkner County,Arkansas,10.3,0.4774,05045
2018,5047,Franklin County,Arkansas,8.8,0.5943,05047
2018,5049,Fulton County,Arkansas,7.1,0.6688,05049
2018,5051,Garland County,Arkansas,10.2,0.828,05051
2018,5053,Grant County,Arkansas,9,0.3541,05053
2018,5055,Greene County,Arkansas,9.8,0.5834,05055
2018,5057,Hempstead County,Arkansas,10.6,0.9468,05057
2018,5059,Hot Spring County,Arkansas,10.5,0.8188,05059
2018,5061,Howard County,Arkansas,8,0.9045,05061
2018,5063,Independence County,Arkansas,7.6,0.7525,05063
2018,5065,Izard County,Arkansas,9,0.5697,05065
2018,5067,Jackson County,Arkansas,8.3,0.765,05067
2018,5069,Jefferson County,Arkansas,11.9,0.9436,05069
2018,5071,Johnson County,Arkansas,9.6,0.8768,05071
2018,5073,Lafayette County,Arkansas,8.1,0.7898,05073
2018,5075,Lawrence County,Arkansas,9.3,0.6471,05075
2018,5077,Lee County,Arkansas,10,0.9656,05077
2018,5079,Lincoln County,Arkansas,9.6,0.8134,05079
2018,5081,Little River County,Arkansas,8.5,0.6306,05081
2018,5083,Logan County,Arkansas,7.7,0.8045,05083
2018,5085,Lonoke County,Arkansas,9.7,0.3309,05085
2018,5087,Madison County,Arkansas,9.1,0.6535,05087
2018,5089,Marion County,Arkansas,8,0.5175,05089
2018,5091,Miller County,Arkansas,10.4,0.9124,05091
2018,5093,Mississippi County,Arkansas,14.9,0.9554,05093
2018,5095,Monroe County,Arkansas,8.2,0.8516,05095
2018,5097,Montgomery County,Arkansas,7.9,0.7,05097
2018,5099,Nevada County,Arkansas,9.6,0.8841,05099
2018,5101,Newton County,Arkansas,9.7,0.2815,05101
2018,5103,Ouachita County,Arkansas,11.1,0.8656,05103
2018,5105,Perry County,Arkansas,8.9,0.636,05105
2018,5107,Phillips County,Arkansas,13.6,0.9239,05107
2018,5109,Pike County,Arkansas,10,0.7124,05109
2018,5111,Poinsett County,Arkansas,11.7,0.8268,05111
2018,5113,Polk County,Arkansas,8.6,0.8949,05113
2018,5115,Pope County,Arkansas,11.5,0.7936,05115
2018,5117,Prairie County,Arkansas,7.7,0.6548,05117
2018,5119,Pulaski County,Arkansas,10.8,0.6287,05119
2018,5121,Randolph County,Arkansas,11,0.7166,05121
2018,5125,Saline County,Arkansas,8.7,0.3325,05125
2018,5127,Scott County,Arkansas,7.7,0.8873,05127
2018,5129,Searcy County,Arkansas,9.5,0.4376,05129
2018,5131,Sebastian County,Arkansas,11,0.8328,05131
2018,5133,Sevier County,Arkansas,11.7,0.7675,05133
2018,5135,Sharp County,Arkansas,9.2,0.6191,05135
2018,5123,St. Francis County,Arkansas,11.4,0.9691,05123
2018,5137,Stone County,Arkansas,8.6,0.5102,05137
2018,5139,Union County,Arkansas,10.4,0.8054,05139
2018,5141,Van Buren County,Arkansas,9.1,0.7226,05141
2018,5143,Washington County,Arkansas,9.9,0.6745,05143
2018,5145,White County,Arkansas,11.9,0.7446,05145
2018,5147,Woodruff County,Arkansas,8.5,0.849,05147
2018,5149,Yell County,Arkansas,9.5,0.8783,05149
2018,6001,Alameda County,California,6.6,0.4701,06001
2018,6003,Alpine County,California,7.3,0.7287,06003
2018,6005,Amador County,California,8.3,0.5334,06005
2018,6007,Butte County,California,8.9,0.8064,06007
2018,6009,Calaveras County,California,7.2,0.235,06009
2018,6011,Colusa County,California,7.1,0.7436,06011
2018,6013,Contra Costa County,California,7.6,0.4057,06013
2018,6015,Del Norte County,California,8.1,0.9713,06015
2018,6017,El Dorado County,California,6.4,0.1838,06017
2018,6019,Fresno County,California,9.6,0.9611,06019
2018,6021,Glenn County,California,7,0.8895,06021
2018,6023,Humboldt County,California,7.4,0.7605,06023
2018,6025,Imperial County,California,9.5,0.9978,06025
2018,6027,Inyo County,California,7.1,0.5701,06027
2018,6029,Kern County,California,10.5,0.9659,06029
2018,6031,Kings County,California,10.5,0.9707,06031
2018,6033,Lake County,California,8.2,0.9178,06033
2018,6035,Lassen County,California,7.7,0.5997,06035
2018,6037,Los Angeles County,California,9.1,0.7682,06037
2018,6039,Madera County,California,9.4,0.9541,06039
2018,6041,Marin County,California,6,0.2701,06041
2018,6043,Mariposa County,California,7.4,0.5293,06043
2018,6045,Mendocino County,California,8.3,0.8818,06045
2018,6047,Merced County,California,11.3,0.9717,06047
2018,6049,Modoc County,California,7.5,0.7516,06049
2018,6051,Mono County,California,6.8,0.1408,06051
2018,6053,Monterey County,California,8.2,0.799,06053
2018,6055,Napa County,California,7.5,0.5051,06055
2018,6057,Nevada County,California,5.1,0.2045,06057
2018,6059,Orange County,California,8,0.4191,06059
2018,6061,Placer County,California,6,0.1519,06061
2018,6063,Plumas County,California,6.9,0.2653,06063
2018,6065,Riverside County,California,9.6,0.7939,06065
2018,6067,Sacramento County,California,8.9,0.7338,06067
2018,6069,San Benito County,California,7.8,0.5245,06069
2018,6071,San Bernardino County,California,11.1,0.901,06071
2018,6073,San Diego County,California,7.8,0.5596,06073
2018,6075,San Francisco County,California,6.6,0.3911,06075
2018,6077,San Joaquin County,California,9.9,0.8892,06077
2018,6079,San Luis Obispo County,California,7.8,0.3739,06079
2018,6081,San Mateo County,California,7.4,0.265,06081
2018,6083,Santa Barbara County,California,6.8,0.7111,06083
2018,6085,Santa Clara County,California,8.3,0.3557,06085
2018,6087,Santa Cruz County,California,5.7,0.543,06087
2018,6089,Shasta County,California,8,0.7022,06089
2018,6091,Sierra County,California,6.9,0.0452,06091
2018,6093,Siskiyou County,California,6.6,0.7223,06093
2018,6095,Solano County,California,8.1,0.5911,06095
2018,6097,Sonoma County,California,7.8,0.4035,06097
2018,6099,Stanislaus County,California,9.4,0.8675,06099
2018,6101,Sutter County,California,9.6,0.8822,06101
2018,6103,Tehama County,California,7.7,0.9624,06103
2018,6105,Trinity County,California,6.9,0.7411,06105
2018,6107,Tulare County,California,10.2,0.9417,06107
2018,6109,Tuolumne County,California,6.7,0.4688,06109
2018,6111,Ventura County,California,7.6,0.4828,06111
2018,6113,Yolo County,California,7.8,0.6768,06113
2018,6115,Yuba County,California,8,0.942,06115
2018,8001,Adams County,Colorado,7.7,0.5892,08001
2018,8003,Alamosa County,Colorado,8.1,0.9452,08003
2018,8005,Arapahoe County,Colorado,7.1,0.2662,08005
2018,8007,Archuleta County,Colorado,5.6,0.257,08007
2018,8009,Baca County,Colorado,7.6,0.6086,08009
2018,8011,Bent County,Colorado,7.4,0.8981,08011
2018,8013,Boulder County,Colorado,5.5,0.1704,08013
2018,8014,Broomfield County,Colorado,6.1,0.049,08014
2018,8015,Chaffee County,Colorado,6.1,0.2389,08015
2018,8017,Cheyenne County,Colorado,7.3,0.2589,08017
2018,8019,Clear Creek County,Colorado,6.8,0.0197,08019
2018,8021,Conejos County,Colorado,8.1,0.9325,08021
2018,8023,Costilla County,Colorado,8.7,0.9379,08023
2018,8025,Crowley County,Colorado,7.5,0.893,08025
2018,8027,Custer County,Colorado,6.3,0.2433,08027
2018,8029,Delta County,Colorado,7,0.6866,08029
2018,8031,Denver County,Colorado,6.3,0.4197,08031
2018,8033,Dolores County,Colorado,6.9,0.1516,08033
2018,8035,Douglas County,Colorado,5.5,0.015,08035
2018,8037,Eagle County,Colorado,5.2,0.1369,08037
2018,8041,El Paso County,Colorado,6.6,0.3927,08041
2018,8039,Elbert County,Colorado,5.3,0,08039
2018,8043,Fremont County,Colorado,7.6,0.6525,08043
2018,8045,Garfield County,Colorado,5.7,0.351,08045
2018,8047,Gilpin County,Colorado,6.5,0.0022,08047
2018,8049,Grand County,Colorado,5.6,0.0987,08049
2018,8051,Gunnison County,Colorado,6.1,0.1392,08051
2018,8053,Hinsdale County,Colorado,6.9,0.0624,08053
2018,8055,Huerfano County,Colorado,7,0.5955,08055
2018,8057,Jackson County,Colorado,7.4,0.1137,08057
2018,8059,Jefferson County,Colorado,5.7,0.0627,08059
2018,8061,Kiowa County,Colorado,6.8,0.3188,08061
2018,8063,Kit Carson County,Colorado,6.9,0.5153,08063
2018,8067,La Plata County,Colorado,5.4,0.1086,08067
2018,8065,Lake County,Colorado,6.8,0.4452,08065
2018,8069,Larimer County,Colorado,5.3,0.1194,08069
2018,8071,Las Animas County,Colorado,9.3,0.8373,08071
2018,8073,Lincoln County,Colorado,6.8,0.4857,08073
2018,8075,Logan County,Colorado,8.1,0.628,08075
2018,8077,Mesa County,Colorado,7.1,0.5755,08077
2018,8079,Mineral County,Colorado,6.7,0.0261,08079
2018,8081,Moffat County,Colorado,7.1,0.5471,08081
2018,8083,Montezuma County,Colorado,8.6,0.4946,08083
2018,8085,Montrose County,Colorado,6.8,0.7153,08085
2018,8087,Morgan County,Colorado,7,0.7414,08087
2018,8089,Otero County,Colorado,8.5,0.9561,08089
2018,8091,Ouray County,Colorado,6.7,0.0239,08091
2018,8093,Park County,Colorado,5.9,0.0006,08093
2018,8095,Phillips County,Colorado,6.9,0.2955,08095
2018,8097,Pitkin County,Colorado,5.9,0.0656,08097
2018,8099,Prowers County,Colorado,7.8,0.9392,08099
2018,8101,Pueblo County,Colorado,9.1,0.8669,08101
2018,8103,Rio Blanco County,Colorado,6.3,0.3401,08103
2018,8105,Rio Grande County,Colorado,7.6,0.9586,08105
2018,8107,Routt County,Colorado,5.9,0.0634,08107
2018,8109,Saguache County,Colorado,8.2,0.807,08109
2018,8111,San Juan County,Colorado,7,0.1283,08111
2018,8113,San Miguel County,Colorado,6.5,0.0331,08113
2018,8115,Sedgwick County,Colorado,6.8,0.6936,08115
2018,8117,Summit County,Colorado,5.6,0.0707,08117
2018,8119,Teller County,Colorado,5.7,0.0729,08119
2018,8121,Washington County,Colorado,7.5,0.2822,08121
2018,8123,Weld County,Colorado,8,0.3994,08123
2018,8125,Yuma County,Colorado,6.8,0.5637,08125
2018,9001,Fairfield County,Connecticut,6.4,0.4497,09001
2018,9003,Hartford County,Connecticut,8.7,0.515,09003
2018,9005,Litchfield County,Connecticut,6.2,0.0818,09005
2018,9007,Middlesex County,Connecticut,6.5,0.1182,09007
2018,9009,New Haven County,Connecticut,8.8,0.5223,09009
2018,9011,New London County,Connecticut,8.3,0.3561,09011
2018,9013,Tolland County,Connecticut,7.2,0.0694,09013
2018,9015,Windham County,Connecticut,9.6,0.4232,09015
2018,10001,Kent County,Delaware,12.4,0.7268,10001
2018,10003,New Castle County,Delaware,9.5,0.3761,10003
2018,10005,Sussex County,Delaware,9.4,0.4019,10005
2018,11001,District Of Columbia,District of Columbia,8.7,0.5965,11001
2018,12001,Alachua County,Florida,10,0.4729,12001
2018,12003,Baker County,Florida,11.5,0.6803,12003
2018,12005,Bay County,Florida,10.7,0.6076,12005
2018,12007,Bradford County,Florida,10.2,0.9264,12007
2018,12009,Brevard County,Florida,9.6,0.3713,12009
2018,12011,Broward County,Florida,8.5,0.5844,12011
2018,12013,Calhoun County,Florida,13,0.8401,12013
2018,12015,Charlotte County,Florida,7.9,0.4889,12015
2018,12017,Citrus County,Florida,7.8,0.6022,12017
2018,12019,Clay County,Florida,10.5,0.3803,12019
2018,12021,Collier County,Florida,7,0.4618,12021
2018,12023,Columbia County,Florida,12.4,0.8596,12023
2018,12027,Desoto County,Florida,11.2,0.9618,12027
2018,12029,Dixie County,Florida,10.4,0.8994,12029
2018,12031,Duval County,Florida,12.3,0.692,12031
2018,12033,Escambia County,Florida,10.6,0.4863,12033
2018,12035,Flagler County,Florida,8.7,0.2799,12035
2018,12037,Franklin County,Florida,8.8,0.8083,12037
2018,12039,Gadsden County,Florida,16.1,0.9901,12039
2018,12041,Gilchrist County,Florida,10.6,0.7567,12041
2018,12043,Glades County,Florida,13.4,0.9048,12043
2018,12045,Gulf County,Florida,10,0.592,12045
2018,12047,Hamilton County,Florida,12,0.9908,12047
2018,12049,Hardee County,Florida,12.3,0.9831,12049
2018,12051,Hendry County,Florida,11.5,0.9939,12051
2018,12053,Hernando County,Florida,10,0.549,12053
2018,12055,Highlands County,Florida,10.5,0.8729,12055
2018,12057,Hillsborough County,Florida,9.8,0.6701,12057
2018,12059,Holmes County,Florida,12.1,0.9347,12059
2018,12061,Indian River County,Florida,7.8,0.3962,12061
2018,12063,Jackson County,Florida,13.9,0.9583,12063
2018,12065,Jefferson County,Florida,10.3,0.5748,12065
2018,12067,Lafayette County,Florida,10.6,0.9806,12067
2018,12069,Lake County,Florida,9.2,0.6029,12069
2018,12071,Lee County,Florida,7.4,0.5525,12071
2018,12073,Leon County,Florida,7.9,0.4943,12073
2018,12075,Levy County,Florida,11.8,0.7793,12075
2018,12077,Liberty County,Florida,11.2,0.8334,12077
2018,12079,Madison County,Florida,12,0.9608,12079
2018,12081,Manatee County,Florida,8,0.5197,12081
2018,12083,Marion County,Florida,11.5,0.7535,12083
2018,12085,Martin County,Florida,6.9,0.399,12085
2018,12086,Miami-Dade County,Florida,7.1,0.8175,12086
2018,12087,Monroe County,Florida,6.7,0.4557,12087
2018,12089,Nassau County,Florida,8.3,0.2459,12089
2018,12091,Okaloosa County,Florida,10.3,0.386,12091
2018,12093,Okeechobee County,Florida,10.6,0.9465,12093
2018,12095,Orange County,Florida,8.9,0.6691,12095
2018,12097,Osceola County,Florida,11.1,0.8178,12097
2018,12099,Palm Beach County,Florida,9,0.5592,12099
2018,12101,Pasco County,Florida,9.1,0.6344,12101
2018,12103,Pinellas County,Florida,7.7,0.5169,12103
2018,12105,Polk County,Florida,10.8,0.9035,12105
2018,12107,Putnam County,Florida,13.4,0.9525,12107
2018,12113,Santa Rosa County,Florida,10.4,0.3096,12113
2018,12115,Sarasota County,Florida,6.5,0.2538,12115
2018,12117,Seminole County,Florida,8.7,0.1844,12117
2018,12109,St. Johns County,Florida,6.8,0.0761,12109
2018,12111,St. Lucie County,Florida,9.5,0.7185,12111
2018,12119,Sumter County,Florida,9.4,0.236,12119
2018,12121,Suwannee County,Florida,10.9,0.9424,12121
2018,12123,Taylor County,Florida,11.1,0.8984,12123
2018,12125,Union County,Florida,11.4,0.8382,12125
2018,12127,Volusia County,Florida,10.4,0.5347,12127
2018,12129,Wakulla County,Florida,8.5,0.4032,12129
2018,12131,Walton County,Florida,9.6,0.5822,12131
2018,12133,Washington County,Florida,11.2,0.8939,12133
2018,13001,Appling County,Georgia,9,0.9669,13001
2018,13003,Atkinson County,Georgia,8,0.9615,13003
2018,13005,Bacon County,Georgia,7.2,0.9389,13005
2018,13007,Baker County,Georgia,7.8,0.7424,13007
2018,13009,Baldwin County,Georgia,9.7,0.8666,13009
2018,13011,Banks County,Georgia,7.7,0.5586,13011
2018,13013,Barrow County,Georgia,8.8,0.4204,13013
2018,13015,Bartow County,Georgia,8.6,0.5914,13015
2018,13017,Ben Hill County,Georgia,8.6,0.8726,13017
2018,13019,Berrien County,Georgia,9.1,0.85,13019
2018,13021,Bibb County,Georgia,14,0.9175,13021
2018,13023,Bleckley County,Georgia,6.9,0.7395,13023
2018,13025,Brantley County,Georgia,7.3,0.6229,13025
2018,13027,Brooks County,Georgia,7.4,0.8398,13027
2018,13029,Bryan County,Georgia,9.2,0.3389,13029
2018,13031,Bulloch County,Georgia,10.1,0.8121,13031
2018,13033,Burke County,Georgia,10.4,0.8455,13033
2018,13035,Butts County,Georgia,9.7,0.7653,13035
2018,13037,Calhoun County,Georgia,8.5,0.9774,13037
2018,13039,Camden County,Georgia,9.4,0.5159,13039
2018,13043,Candler County,Georgia,8.2,0.9828,13043
2018,13045,Carroll County,Georgia,11.9,0.7825,13045
2018,13047,Catoosa County,Georgia,10.8,0.1318,13047
2018,13049,Charlton County,Georgia,8,0.8752,13049
2018,13051,Chatham County,Georgia,9.7,0.6949,13051
2018,13053,Chattahoochee County,Georgia,7.9,0.6379,13053
2018,13055,Chattooga County,Georgia,8.5,0.9252,13055
2018,13057,Cherokee County,Georgia,8.9,0.1185,13057
2018,13059,Clarke County,Georgia,8.3,0.7675,13059
2018,13061,Clay County,Georgia,8.9,0.9309,13061
2018,13063,Clayton County,Georgia,12.3,0.9102,13063
2018,13065,Clinch County,Georgia,7.2,0.9777,13065
2018,13067,Cobb County,Georgia,8.4,0.2669,13067
2018,13069,Coffee County,Georgia,12.1,0.9506,13069
2018,13071,Colquitt County,Georgia,10.4,0.9812,13071
2018,13073,Columbia County,Georgia,9.6,0.1334,13073
2018,13075,Cook County,Georgia,9.5,0.851,13075
2018,13077,Coweta County,Georgia,11.4,0.2427,13077
2018,13079,Crawford County,Georgia,8.8,0.6815,13079
2018,13081,Crisp County,Georgia,9.6,0.9857,13081
2018,13083,Dade County,Georgia,7.8,0.5156,13083
2018,13085,Dawson County,Georgia,7.8,0.1038,13085
2018,13087,Decatur County,Georgia,10.2,0.9455,13087
2018,13089,Dekalb County,Georgia,11.3,0.6611,13089
2018,13091,Dodge County,Georgia,10.2,0.9223,13091
2018,13093,Dooly County,Georgia,10.9,0.9484,13093
2018,13095,Dougherty County,Georgia,12.6,0.9513,13095
2018,13097,Douglas County,Georgia,10.8,0.5404,13097
2018,13099,Early County,Georgia,8.9,0.9201,13099
2018,13101,Echols County,Georgia,7.3,0.6615,13101
2018,13103,Effingham County,Georgia,8.8,0.2363,13103
2018,13105,Elbert County,Georgia,8.8,0.8338,13105
2018,13107,Emanuel County,Georgia,10,0.9768,13107
2018,13109,Evans County,Georgia,7.1,0.9847,13109
2018,13111,Fannin County,Georgia,7.7,0.3003,13111
2018,13113,Fayette County,Georgia,6.8,0.0608,13113
2018,13115,Floyd County,Georgia,11.4,0.8854,13115
2018,13117,Forsyth County,Georgia,7.4,0.0373,13117
2018,13119,Franklin County,Georgia,7.5,0.8462,13119
2018,13121,Fulton County,Georgia,8.4,0.5268,13121
2018,13123,Gilmer County,Georgia,7.4,0.5599,13123
2018,13125,Glascock County,Georgia,7,0.686,13125
2018,13127,Glynn County,Georgia,7.5,0.7159,13127
2018,13129,Gordon County,Georgia,9,0.8806,13129
2018,13131,Grady County,Georgia,11.2,0.9258,13131
2018,13133,Greene County,Georgia,7.8,0.5379,13133
2018,13135,Gwinnett County,Georgia,9.7,0.4347,13135
2018,13137,Habersham County,Georgia,7.6,0.7146,13137
2018,13139,Hall County,Georgia,9.8,0.6618,13139
2018,13141,Hancock County,Georgia,8.6,0.7984,13141
2018,13143,Haralson County,Georgia,5.9,0.5427,13143
2018,13145,Harris County,Georgia,10.1,0.1341,13145
2018,13147,Hart County,Georgia,7.8,0.7194,13147
2018,13149,Heard County,Georgia,7.9,0.7232,13149
2018,13151,Henry County,Georgia,11.6,0.3137,13151
2018,13153,Houston County,Georgia,11.5,0.5669,13153
2018,13155,Irwin County,Georgia,8.5,0.8408,13155
2018,13157,Jackson County,Georgia,8.5,0.3516,13157
2018,13159,Jasper County,Georgia,8.2,0.6927,13159
2018,13161,Jeff Davis County,Georgia,7.8,0.9373,13161
2018,13163,Jefferson County,Georgia,8.4,0.9439,13163
2018,13165,Jenkins County,Georgia,8.2,0.8283,13165
2018,13167,Johnson County,Georgia,8.5,0.9061,13167
2018,13169,Jones County,Georgia,10.8,0.3793,13169
2018,13171,Lamar County,Georgia,7.7,0.4917,13171
2018,13173,Lanier County,Georgia,8.8,0.8697,13173
2018,13175,Laurens County,Georgia,13.2,0.8013,13175
2018,13177,Lee County,Georgia,9.7,0.3519,13177
2018,13179,Liberty County,Georgia,11.1,0.8882,13179
2018,13181,Lincoln County,Georgia,8.8,0.5564,13181
2018,13183,Long County,Georgia,8.9,0.8271,13183
2018,13185,Lowndes County,Georgia,14.4,0.8662,13185
2018,13187,Lumpkin County,Georgia,7.3,0.4338,13187
2018,13193,Macon County,Georgia,10.7,0.9312,13193
2018,13195,Madison County,Georgia,8.9,0.6417,13195
2018,13197,Marion County,Georgia,8,0.8519,13197
2018,13189,Mcduffie County,Georgia,8.8,0.9376,13189
